,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,San Francisco,79.5,60.3,63.0,63.8,92.5,98.7,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
1,2,Baltimore,82.0,40.7,38.0,92.2,73.5,84.5,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
2,3,Tennessee,84.5,76.3,108.0,114.4,59.7,83.5,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
3,4,LA Rams,97.3,94.3,117.0,109.3,82.8,95.0,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
4,5,Kansas City,102.0,102.0,116.0,119.7,80.8,114.0,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
5,6,Pittsburgh,104.0,67.0,110.0,77.6,126.0,143.8,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
6,7,Buffalo,105.6,107.7,96.0,122.3,96.1,112.5,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
7,8,Washington,108.4,94.0,167.0,93.5,123.3,104.4,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
8,9,New England,109.3,64.7,57.0,133.8,88.8,126.5,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
9,10,Miami,109.5,133.3,36.0,85.7,138.2,109.8,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
10,11,Arizona,110.8,96.7,65.0,112.5,109.0,116.2,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
11,12,NY Jets,111.3,120.0,127.0,109.5,113.4,138.3,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
12,13,Cincinnati,112.2,76.3,63.0,82.8,129.0,103.2,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
13,14,Minnesota,114.6,123.7,45.0,100.3,131.8,130.7,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
14,15,Jacksonville,114.8,130.0,162.0,128.2,103.7,125.1,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
15,16,Las Vegas,117.6,122.0,65.0,135.8,107.3,112.6,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
16,17,Indianapolis,118.3,130.0,172.0,139.5,97.2,109.1,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
17,18,Philadelphia,120.7,119.0,106.0,111.5,131.8,107.8,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
18,19,Denver,121.6,119.0,185.0,107.6,133.3,111.3,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
19,20,Tampa Bay,123.2,98.7,189.0,141.2,108.2,91.6,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
20,21,Atlanta,127.5,189.3,176.0,133.0,122.0,131.9,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
21,22,New Orleans,129.1,153.7,96.0,112.0,146.2,93.5,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
22,23,Cleveland,131.5,154.0,96.0,110.8,156.4,109.2,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
23,24,Dallas,131.9,123.3,90.0,138.3,124.2,115.9,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
24,25,Carolina,135.7,124.7,121.0,127.3,147.4,113.8,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
25,26,NY Giants,138.9,143.3,169.0,157.2,117.0,129.0,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
26,27,Chicago,143.9,134.0,158.0,113.6,165.6,125.1,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
27,28,LA Chargers,151.4,167.0,181.0,137.8,162.7,138.9,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
28,29,Seattle,153.8,188.7,283.0,157.4,150.8,113.6,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
29,30,Detroit,154.6,170.3,164.0,152.7,157.0,135.1,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
30,31,Green Bay,154.8,203.3,363.0,154.6,154.9,108.9,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
31,32,Houston,168.6,136.7,66.0,173.6,164.5,142.2,2022-11-29,/nfl/stat/opponent-rushing-yards-per-game
