,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,San Francisco,281.7,270.7,260.0,300.0,266.5,311.8,2022-11-29,/nfl/stat/opponent-yards-per-game
1,2,Philadelphia,304.4,318.7,342.0,295.3,315.2,329.9,2022-11-29,/nfl/stat/opponent-yards-per-game
2,3,Denver,306.4,354.3,349.0,294.8,316.0,326.1,2022-11-29,/nfl/stat/opponent-yards-per-game
3,4,New England,307.8,194.0,358.0,264.0,344.3,320.3,2022-11-29,/nfl/stat/opponent-yards-per-game
4,5,NY Jets,308.8,302.0,292.0,299.3,320.2,397.6,2022-11-29,/nfl/stat/opponent-yards-per-game
5,6,Indianapolis,308.9,315.3,323.0,322.7,295.2,343.2,2022-11-29,/nfl/stat/opponent-yards-per-game
6,7,Dallas,309.6,299.3,300.0,313.5,305.0,350.4,2022-11-29,/nfl/stat/opponent-yards-per-game
7,8,Washington,310.0,248.0,332.0,314.8,305.2,359.3,2022-11-29,/nfl/stat/opponent-yards-per-game
8,9,Tampa Bay,315.2,285.3,367.0,330.4,302.5,336.9,2022-11-29,/nfl/stat/opponent-yards-per-game
9,10,LA Rams,323.4,352.7,437.0,297.0,355.0,333.0,2022-11-29,/nfl/stat/opponent-yards-per-game
10,11,New Orleans,326.4,344.0,317.0,307.0,345.8,318.2,2022-11-29,/nfl/stat/opponent-yards-per-game
11,12,Buffalo,327.3,401.0,326.0,357.5,310.0,289.2,2022-11-29,/nfl/stat/opponent-yards-per-game
12,13,Cincinnati,328.3,307.7,344.0,271.8,360.6,351.9,2022-11-29,/nfl/stat/opponent-yards-per-game
13,14,Kansas City,335.5,292.7,198.0,327.3,345.2,365.5,2022-11-29,/nfl/stat/opponent-yards-per-game
14,15,Baltimore,335.8,260.0,332.0,341.0,331.5,363.4,2022-11-29,/nfl/stat/opponent-yards-per-game
15,16,Green Bay,342.6,443.0,500.0,321.2,357.9,321.7,2022-11-29,/nfl/stat/opponent-yards-per-game
16,17,Miami,343.4,291.7,210.0,308.3,385.4,337.5,2022-11-29,/nfl/stat/opponent-yards-per-game
17,18,Cleveland,347.6,391.0,325.0,354.7,339.2,311.5,2022-11-29,/nfl/stat/opponent-yards-per-game
18,19,Carolina,348.2,281.7,246.0,339.3,360.6,305.9,2022-11-29,/nfl/stat/opponent-yards-per-game
19,20,Chicago,350.0,356.3,466.0,315.2,374.9,316.7,2022-11-29,/nfl/stat/opponent-yards-per-game
20,21,Tennessee,351.3,319.3,374.0,353.8,349.2,330.7,2022-11-29,/nfl/stat/opponent-yards-per-game
21,22,NY Giants,355.2,380.7,430.0,348.0,363.8,354.8,2022-11-29,/nfl/stat/opponent-yards-per-game
22,23,Arizona,356.2,318.0,311.0,401.7,310.7,331.8,2022-11-29,/nfl/stat/opponent-yards-per-game
23,24,Jacksonville,362.9,407.3,415.0,327.6,392.3,353.1,2022-11-29,/nfl/stat/opponent-yards-per-game
24,25,Pittsburgh,367.7,294.7,290.0,324.4,403.8,367.6,2022-11-29,/nfl/stat/opponent-yards-per-game
25,26,LA Chargers,368.7,412.7,366.0,376.0,362.7,360.1,2022-11-29,/nfl/stat/opponent-yards-per-game
26,27,Las Vegas,370.6,369.0,372.0,382.8,363.7,335.6,2022-11-29,/nfl/stat/opponent-yards-per-game
27,28,Atlanta,383.1,311.7,314.0,372.7,393.5,364.4,2022-11-29,/nfl/stat/opponent-yards-per-game
28,29,Houston,385.0,350.0,339.0,398.8,373.5,384.4,2022-11-29,/nfl/stat/opponent-yards-per-game
29,30,Seattle,388.7,419.0,576.0,387.0,390.2,379.1,2022-11-29,/nfl/stat/opponent-yards-per-game
30,31,Minnesota,390.7,451.0,409.0,377.8,406.2,383.6,2022-11-29,/nfl/stat/opponent-yards-per-game
31,32,Detroit,414.5,407.3,401.0,445.3,377.6,379.8,2022-11-29,/nfl/stat/opponent-yards-per-game
