,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Kansas City,46.5,42.6,49.0,46.6,46.3,42.1,2022-11-29,/nfl/stat/net-yards-per-successful-punt
1,2,Seattle,45.2,49.0,45.0,43.8,46.7,41.7,2022-11-29,/nfl/stat/net-yards-per-successful-punt
2,3,Tennessee,44.7,44.2,43.8,45.7,44.0,39.9,2022-11-29,/nfl/stat/net-yards-per-successful-punt
3,4,Las Vegas,44.7,46.1,40.0,46.3,43.6,42.3,2022-11-29,/nfl/stat/net-yards-per-successful-punt
4,5,Jacksonville,44.3,44.2,55.3,46.2,42.9,43.9,2022-11-29,/nfl/stat/net-yards-per-successful-punt
5,6,Carolina,44.1,44.3,51.0,44.9,43.0,39.3,2022-11-29,/nfl/stat/net-yards-per-successful-punt
6,7,Washington,43.7,39.6,42.3,43.4,44.0,42.0,2022-11-29,/nfl/stat/net-yards-per-successful-punt
7,8,Minnesota,43.7,44.2,49.0,43.3,44.0,41.3,2022-11-29,/nfl/stat/net-yards-per-successful-punt
8,9,Houston,43.6,45.5,46.9,41.9,45.2,41.7,2022-11-29,/nfl/stat/net-yards-per-successful-punt
9,10,LA Rams,43.0,41.2,45.0,42.1,43.8,41.8,2022-11-29,/nfl/stat/net-yards-per-successful-punt
10,11,Dallas,42.9,45.0,48.0,43.4,42.3,45.1,2022-11-29,/nfl/stat/net-yards-per-successful-punt
11,12,Tampa Bay,42.6,45.7,36.7,45.1,40.7,38.6,2022-11-29,/nfl/stat/net-yards-per-successful-punt
12,13,New Orleans,42.4,43.3,36.3,41.7,43.0,42.0,2022-11-29,/nfl/stat/net-yards-per-successful-punt
13,14,Buffalo,42.4,42.4,35.8,42.5,42.3,37.7,2022-11-29,/nfl/stat/net-yards-per-successful-punt
14,15,LA Chargers,41.5,38.5,36.5,44.7,39.2,37.3,2022-11-29,/nfl/stat/net-yards-per-successful-punt
15,16,NY Jets,41.5,38.9,53.0,41.7,41.4,42.1,2022-11-29,/nfl/stat/net-yards-per-successful-punt
16,17,Philadelphia,41.4,40.4,52.0,41.3,41.5,38.9,2022-11-29,/nfl/stat/net-yards-per-successful-punt
17,18,Denver,41.3,41.1,46.1,40.3,42.2,42.8,2022-11-29,/nfl/stat/net-yards-per-successful-punt
18,19,Pittsburgh,41.3,41.2,40.5,41.1,41.5,38.6,2022-11-29,/nfl/stat/net-yards-per-successful-punt
19,20,Indianapolis,41.2,43.3,44.0,43.3,40.0,39.7,2022-11-29,/nfl/stat/net-yards-per-successful-punt
20,21,Chicago,40.9,37.0,41.2,37.8,43.1,38.5,2022-11-29,/nfl/stat/net-yards-per-successful-punt
21,22,Atlanta,40.8,37.7,40.7,41.4,40.3,41.0,2022-11-29,/nfl/stat/net-yards-per-successful-punt
22,23,Detroit,40.8,41.4,51.5,46.0,35.3,42.3,2022-11-29,/nfl/stat/net-yards-per-successful-punt
23,24,Green Bay,40.8,40.9,41.5,40.0,41.5,40.2,2022-11-29,/nfl/stat/net-yards-per-successful-punt
24,25,NY Giants,40.5,36.5,38.3,39.6,41.8,39.5,2022-11-29,/nfl/stat/net-yards-per-successful-punt
25,26,Baltimore,40.0,37.7,33.0,38.7,41.2,40.0,2022-11-29,/nfl/stat/net-yards-per-successful-punt
26,27,San Francisco,39.8,39.3,39.3,36.8,42.0,40.6,2022-11-29,/nfl/stat/net-yards-per-successful-punt
27,28,Arizona,39.6,40.0,41.7,39.2,40.0,42.1,2022-11-29,/nfl/stat/net-yards-per-successful-punt
28,29,Miami,39.4,34.9,32.5,38.5,41.8,40.1,2022-11-29,/nfl/stat/net-yards-per-successful-punt
29,30,Cincinnati,39.1,43.5,43.4,34.6,41.0,40.9,2022-11-29,/nfl/stat/net-yards-per-successful-punt
30,31,Cleveland,38.8,38.8,44.2,40.2,36.6,38.3,2022-11-29,/nfl/stat/net-yards-per-successful-punt
31,32,New England,36.3,37.7,37.3,35.7,36.8,41.3,2022-11-29,/nfl/stat/net-yards-per-successful-punt
