,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Kansas City,25.3,26.0,29.0,25.2,25.4,25.0,2022-11-29,/nfl/stat/first-downs-per-game
1,2,Buffalo,24.0,26.3,28.0,23.3,24.4,23.7,2022-11-29,/nfl/stat/first-downs-per-game
2,3,Philadelphia,23.0,21.7,29.0,23.2,22.8,20.3,2022-11-29,/nfl/stat/first-downs-per-game
3,4,Cleveland,22.7,23.0,22.0,23.3,22.0,20.1,2022-11-29,/nfl/stat/first-downs-per-game
4,5,Cincinnati,22.3,24.3,21.0,26.8,19.7,19.4,2022-11-29,/nfl/stat/first-downs-per-game
5,6,Miami,21.9,25.0,25.0,21.2,22.8,19.1,2022-11-29,/nfl/stat/first-downs-per-game
6,7,Jacksonville,21.6,19.0,18.0,22.0,21.3,17.9,2022-11-29,/nfl/stat/first-downs-per-game
7,8,Minnesota,21.5,21.0,23.0,23.7,19.0,19.5,2022-11-29,/nfl/stat/first-downs-per-game
8,9,Detroit,21.5,23.3,22.0,21.7,21.2,19.4,2022-11-29,/nfl/stat/first-downs-per-game
9,10,Baltimore,21.1,22.0,24.0,20.6,21.5,23.2,2022-11-29,/nfl/stat/first-downs-per-game
10,11,NY Giants,20.7,21.7,21.0,20.5,21.0,17.6,2022-11-29,/nfl/stat/first-downs-per-game
11,11,Seattle,20.7,22.7,22.0,20.4,21.0,17.8,2022-11-29,/nfl/stat/first-downs-per-game
12,13,Arizona,20.4,19.0,20.0,20.0,20.8,21.2,2022-11-29,/nfl/stat/first-downs-per-game
13,14,Las Vegas,20.4,21.7,27.0,22.0,19.4,20.7,2022-11-29,/nfl/stat/first-downs-per-game
14,15,LA Chargers,20.3,18.7,22.0,20.2,20.3,23.6,2022-11-29,/nfl/stat/first-downs-per-game
15,16,San Francisco,20.2,21.3,21.0,21.2,19.3,20.5,2022-11-29,/nfl/stat/first-downs-per-game
16,17,Washington,20.0,21.7,20.0,20.5,19.5,20.3,2022-11-29,/nfl/stat/first-downs-per-game
17,17,Tampa Bay,20.0,20.0,16.0,22.0,18.3,23.5,2022-11-29,/nfl/stat/first-downs-per-game
18,19,Dallas,19.8,24.3,26.0,19.5,20.2,22.8,2022-11-29,/nfl/stat/first-downs-per-game
19,20,Pittsburgh,19.5,22.3,22.0,19.2,19.7,19.0,2022-11-29,/nfl/stat/first-downs-per-game
20,21,Atlanta,19.3,18.7,18.0,20.2,18.5,18.0,2022-11-29,/nfl/stat/first-downs-per-game
21,21,Green Bay,19.3,18.0,19.0,20.0,18.9,21.6,2022-11-29,/nfl/stat/first-downs-per-game
22,23,New Orleans,18.8,14.3,14.0,20.0,17.5,18.1,2022-11-29,/nfl/stat/first-downs-per-game
23,24,Indianapolis,18.6,17.7,19.0,19.5,17.7,20.8,2022-11-29,/nfl/stat/first-downs-per-game
24,25,Chicago,17.9,17.7,14.0,18.8,17.3,19.6,2022-11-29,/nfl/stat/first-downs-per-game
25,26,NY Jets,17.5,16.3,22.0,20.7,13.8,18.2,2022-11-29,/nfl/stat/first-downs-per-game
26,27,New England,17.1,13.7,17.0,16.0,18.0,21.2,2022-11-29,/nfl/stat/first-downs-per-game
27,27,LA Rams,17.1,16.0,13.0,18.8,15.0,20.9,2022-11-29,/nfl/stat/first-downs-per-game
28,29,Denver,17.0,17.0,14.0,18.4,15.8,19.5,2022-11-29,/nfl/stat/first-downs-per-game
29,30,Houston,16.5,15.7,14.0,15.4,17.3,15.6,2022-11-29,/nfl/stat/first-downs-per-game
30,31,Tennessee,15.9,16.7,15.0,16.6,15.3,21.0,2022-11-29,/nfl/stat/first-downs-per-game
31,32,Carolina,14.9,16.7,19.0,14.9,15.0,18.9,2022-11-29,/nfl/stat/first-downs-per-game
