,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Washington,33.33%,16.67%,0,54.55%,15.38%,44.19%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
1,2,Las Vegas,35.00%,50.00%,0.00%,28.57%,38.46%,44.23%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
2,3,Arizona,39.47%,42.86%,100.00%,47.37%,31.58%,30.51%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
3,4,Dallas,40.00%,33.33%,50.00%,53.85%,25.00%,35.71%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
4,4,Minnesota,40.00%,37.50%,100.00%,57.14%,18.18%,36.11%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
5,6,Indianapolis,40.48%,45.45%,33.33%,50.00%,30.00%,48.94%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
6,7,Chicago,43.18%,30.00%,50.00%,61.54%,35.48%,46.67%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
7,8,Atlanta,43.48%,100.00%,0,50.00%,28.57%,54.35%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
8,9,Kansas City,44.44%,57.14%,100.00%,57.14%,40.00%,46.43%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
9,9,Baltimore,44.44%,50.00%,60.00%,40.00%,47.06%,44.12%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
10,11,Green Bay,45.16%,57.14%,50.00%,50.00%,41.18%,46.15%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
11,11,Philadelphia,45.16%,61.54%,50.00%,44.44%,46.15%,47.62%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
12,13,Pittsburgh,50.00%,57.14%,66.67%,50.00%,50.00%,54.35%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
13,13,Houston,50.00%,42.86%,25.00%,61.54%,40.00%,55.81%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
14,13,Carolina,50.00%,33.33%,25.00%,40.91%,75.00%,58.70%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
15,13,LA Chargers,50.00%,28.57%,0.00%,64.29%,30.00%,60.61%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
16,17,Denver,51.43%,36.36%,75.00%,43.75%,57.89%,62.50%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
17,18,Buffalo,51.61%,60.00%,40.00%,60.00%,47.62%,38.78%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
18,19,Cincinnati,52.63%,50.00%,100.00%,50.00%,53.85%,53.49%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
19,20,NY Giants,53.13%,66.67%,50.00%,55.56%,50.00%,50.00%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
20,21,Miami,54.55%,50.00%,75.00%,50.00%,75.00%,40.82%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
21,22,New Orleans,55.56%,60.00%,100.00%,45.45%,62.50%,46.67%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
22,22,Detroit,55.56%,44.44%,60.00%,58.33%,53.33%,52.94%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
23,22,Jacksonville,55.56%,40.00%,40.00%,60.00%,52.94%,66.67%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
24,22,San Francisco,55.56%,60.00%,0.00%,33.33%,73.33%,57.63%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
25,26,New England,56.67%,40.00%,0.00%,56.25%,57.14%,50.00%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
26,27,Seattle,57.14%,71.43%,100.00%,50.00%,64.71%,50.00%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
27,28,NY Jets,60.71%,60.00%,50.00%,61.11%,60.00%,65.00%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
28,29,LA Rams,60.87%,60.00%,0.00%,66.67%,50.00%,63.16%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
29,30,Tennessee,64.00%,71.43%,0.00%,57.14%,72.73%,56.52%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
30,31,Cleveland,65.38%,75.00%,0,50.00%,75.00%,59.09%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
31,32,Tampa Bay,66.67%,75.00%,0,83.33%,44.44%,50.00%,2022-11-29,/nfl/stat/opponent-fumble-recovery-pct
