,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Tennessee,18.8,20.4,18.7,21.3,17.2,16.0,2022-11-29,/nfl/stat/opp-yards-per-point
1,2,Dallas,18.2,16.6,15.0,18.6,17.7,16.6,2022-11-29,/nfl/stat/opp-yards-per-point
2,3,Buffalo,18.1,14.9,13.0,23.8,15.6,15.8,2022-11-29,/nfl/stat/opp-yards-per-point
3,4,San Francisco,17.9,31.2,0,19.7,16.5,15.1,2022-11-29,/nfl/stat/opp-yards-per-point
4,5,Denver,17.4,17.1,15.2,21.4,15.2,17.2,2022-11-29,/nfl/stat/opp-yards-per-point
5,6,NY Jets,17.3,24.5,29.2,15.4,20.3,13.4,2022-11-29,/nfl/stat/opp-yards-per-point
6,7,Jacksonville,17.2,16.5,15.4,19.7,15.8,13.1,2022-11-29,/nfl/stat/opp-yards-per-point
7,8,Tampa Bay,17.1,16.5,16.0,15.0,19.5,16.1,2022-11-29,/nfl/stat/opp-yards-per-point
8,9,NY Giants,16.8,15.2,15.4,17.7,16.0,14.5,2022-11-29,/nfl/stat/opp-yards-per-point
9,10,New England,16.8,14.9,10.8,17.4,16.4,16.5,2022-11-29,/nfl/stat/opp-yards-per-point
10,11,Minnesota,16.7,14.1,15.7,15.6,18.1,15.3,2022-11-29,/nfl/stat/opp-yards-per-point
11,12,Houston,16.3,13.6,11.3,16.2,16.4,14.5,2022-11-29,/nfl/stat/opp-yards-per-point
12,13,Baltimore,16.3,17.7,11.9,16.2,16.3,15.8,2022-11-29,/nfl/stat/opp-yards-per-point
13,14,Washington,15.8,16.9,25.5,15.6,15.9,14.1,2022-11-29,/nfl/stat/opp-yards-per-point
14,15,Carolina,15.7,22.2,24.6,18.1,13.4,12.9,2022-11-29,/nfl/stat/opp-yards-per-point
15,16,Atlanta,15.7,13.8,16.5,16.1,15.3,13.5,2022-11-29,/nfl/stat/opp-yards-per-point
16,17,Cincinnati,15.6,13.8,21.5,14.3,16.3,16.1,2022-11-29,/nfl/stat/opp-yards-per-point
17,18,Philadelphia,15.5,11.8,10.4,14.4,16.9,14.3,2022-11-29,/nfl/stat/opp-yards-per-point
18,19,Pittsburgh,15.5,13.8,17.1,15.3,15.6,15.0,2022-11-29,/nfl/stat/opp-yards-per-point
19,20,Seattle,15.2,15.3,14.4,18.4,13.3,17.6,2022-11-29,/nfl/stat/opp-yards-per-point
20,21,Indianapolis,15.2,15.5,13.5,15.4,15.0,16.0,2022-11-29,/nfl/stat/opp-yards-per-point
21,22,Kansas City,15.2,16.3,19.8,16.2,14.1,16.3,2022-11-29,/nfl/stat/opp-yards-per-point
22,23,Las Vegas,14.8,14.8,10.9,15.8,14.2,13.0,2022-11-29,/nfl/stat/opp-yards-per-point
23,24,Miami,14.8,13.7,14.0,20.1,11.8,15.4,2022-11-29,/nfl/stat/opp-yards-per-point
24,25,Detroit,14.7,16.1,14.3,14.8,14.6,13.8,2022-11-29,/nfl/stat/opp-yards-per-point
25,26,Green Bay,14.5,14.0,12.5,13.8,15.0,15.1,2022-11-29,/nfl/stat/opp-yards-per-point
26,27,LA Chargers,14.4,16.3,15.3,13.4,15.3,13.3,2022-11-29,/nfl/stat/opp-yards-per-point
27,28,LA Rams,14.1,13.2,16.8,12.0,16.9,15.6,2022-11-29,/nfl/stat/opp-yards-per-point
28,29,New Orleans,14.0,19.5,24.4,14.3,13.7,16.1,2022-11-29,/nfl/stat/opp-yards-per-point
29,30,Chicago,13.8,12.0,15.0,14.6,13.3,13.2,2022-11-29,/nfl/stat/opp-yards-per-point
30,31,Cleveland,13.4,13.5,19.1,14.6,12.1,14.3,2022-11-29,/nfl/stat/opp-yards-per-point
31,32,Arizona,13.3,11.9,12.4,13.9,12.7,14.9,2022-11-29,/nfl/stat/opp-yards-per-point
