,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Detroit,W 38-35,Away,1-0,0-0,-6.0,Ov 49.0,-250,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
1,09/19,Minnesota,W 24-7,Home,2-0,0-0,-3.0,Un 49.5,-145,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
2,09/25,Washington,W 24-8,Away,3-0,1-0,-5.5,Un 47.5,-250,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
3,10/02,Jacksonville,W 29-21,Home,4-0,1-0,-6.5,Ov 44.0,-280,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
4,10/09,Arizona,W 20-17,Away,5-0,1-0,-5.5,Un 48.5,-230,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
5,10/16,Dallas,W 26-17,Home,6-0,2-0,-6.5,Ov 42.5,-285,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
6,10/30,Pittsburgh,W 35-13,Home,7-0,2-0,-11.5,Ov 43.0,-549,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
7,11/03,Houston,W 29-17,Away,8-0,2-0,-14.0,Ov 45.0,-800,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
8,11/14,Washington,L 21-32,Home,8-1,2-1,-11.0,Ov 43.0,-525,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
9,11/20,Indianapolis,W 17-16,Away,9-1,2-1,-6.5,Un 45.5,-267,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
10,11/27,Green Bay,W 40-33,Home,10-1,2-1,-6.5,Ov 46.0,-268,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
11,12/04,Tennessee,W 35-10,Home,11-1,2-1,-4.5,Ov 44.5,-220,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
12,12/11,NY Giants,W 48-22,Away,12-1,3-1,-7.0,Ov 44.5,-302,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
13,12/18,Chicago,1:00 pm,Away,,,-9.0,48.0,-405,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
14,12/24,Dallas,4:25 pm,Away,,,(Pick),49.5,-105,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
15,01/01,New Orleans,1:00 pm,Home,,,-3.0,0,-150,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
16,01/08,NY Giants,12:00 pm,Home,,,-5.0,0,-225,2022-12-15 02:41:27.221003,/nfl/team/philadelphia-eagles/
