,Rank,Player,Team,Pos,Value,asof,url
0,1,Ryan Stonehouse,Tennessee Titans,P,53.1,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
1,2,Tommy Townsend,Kansas City Chiefs,P,50.4,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
2,3,Logan Cooke,Jacksonville Jaguars,P,49.3,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
3,4,AJ Cole,Las Vegas Raiders,P,48.9,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
4,5,Jake Camarda,Tampa Bay Buccaneers,P,48.7,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
5,6,Jack Fox,Detroit Lions,P,48.7,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
6,7,Michael Dickson,Seattle Seahawks,P,48.7,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
7,8,Johnny Hekker,Carolina Panthers,P,48.6,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
8,9,Corey Bojorquez,Cleveland Browns,P,48.5,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
9,10,Bryan Anger,Dallas Cowboys,P,48.5,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
10,11,Riley Dixon,Los Angeles Rams,P,48.4,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
11,12,Cameron Johnston,Houston Texans,P,48.3,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
12,13,Sam Martin,Buffalo Bills,P,48.1,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
13,14,Ryan Wright,Minnesota Vikings,P,47.5,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
14,15,Jamie Gillan,New York Giants,P,47.0,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
15,16,Andy Lee,Arizona Cardinals,P,46.9,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
16,17,Tress Way,Washington Commanders,P,46.8,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
17,18,Braden Mann,New York Jets,P,46.8,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
18,19,Corliss Waitman,Denver Broncos,P,46.5,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
19,20,Blake Gillikin,New Orleans Saints,P,46.5,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
20,21,Drue Chrisman,Cincinnati Bengals,P,46.5,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
21,22,Trenton Gill,Chicago Bears,P,46.5,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
22,23,Thomas Morstead,Miami Dolphins,P,46.4,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
23,24,Jordan Stout,Baltimore Ravens,P,45.9,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
24,25,Arryn Siposs,Philadelphia Eagles,P,45.7,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
25,26,Bradley Pinion,Atlanta Falcons,P,45.6,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
26,27,Pat O'Donnell,Green Bay Packers,P,44.6,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
27,28,Pressley Harvin III,Pittsburgh Steelers,P,44.4,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
28,29,Matt Haack,Indianapolis Colts,P,44.4,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
29,30,Mitch Wishnowsky,San Francisco 49ers,P,43.9,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
30,31,Kevin Huber,Cincinnati Bengals,P,43.2,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
31,32,JK Scott,Los Angeles Chargers,P,42.8,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
32,33,Michael Palardy,New England Patriots,P,42.6,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
33,34,Jake Bailey,New England Patriots,P,42.1,2023-01-08 14:29:50.814345,/nfl/player-stat/punting-yards-per-punt
