,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Atlanta,3.9,2.7,2.0,4.2,3.7,5.4,2022-11-29,/nfl/stat/penalties-per-game
1,2,LA Rams,4.4,5.3,5.0,4.3,4.4,4.3,2022-11-29,/nfl/stat/penalties-per-game
2,3,Kansas City,4.9,2.3,3.0,4.8,5.0,5.9,2022-11-29,/nfl/stat/penalties-per-game
3,4,LA Chargers,5.0,3.0,4.0,6.4,3.8,6.8,2022-11-29,/nfl/stat/penalties-per-game
4,5,Indianapolis,5.1,4.7,2.0,5.2,5.0,4.5,2022-11-29,/nfl/stat/penalties-per-game
5,6,Cincinnati,5.1,6.7,9.0,5.0,5.1,4.4,2022-11-29,/nfl/stat/penalties-per-game
6,7,Chicago,5.2,5.7,1.0,5.2,5.1,6.2,2022-11-29,/nfl/stat/penalties-per-game
7,8,Houston,5.2,4.7,5.0,5.4,5.0,6.7,2022-11-29,/nfl/stat/penalties-per-game
8,8,Minnesota,5.2,5.7,3.0,5.5,4.8,6.5,2022-11-29,/nfl/stat/penalties-per-game
9,10,NY Jets,5.4,2.3,1.0,3.8,7.2,6.1,2022-11-29,/nfl/stat/penalties-per-game
10,11,Philadelphia,5.5,5.7,3.0,5.2,5.8,6.2,2022-11-29,/nfl/stat/penalties-per-game
11,12,Washington,5.5,4.7,4.0,5.5,5.5,4.8,2022-11-29,/nfl/stat/penalties-per-game
12,13,Detroit,5.5,3.3,3.0,5.3,5.8,6.2,2022-11-29,/nfl/stat/penalties-per-game
13,13,Baltimore,5.5,6.0,3.0,5.8,5.3,6.0,2022-11-29,/nfl/stat/penalties-per-game
14,15,Jacksonville,5.7,4.3,4.0,6.0,5.5,6.1,2022-11-29,/nfl/stat/penalties-per-game
15,15,Buffalo,5.7,6.7,5.0,6.0,5.6,6.3,2022-11-29,/nfl/stat/penalties-per-game
16,17,Tampa Bay,5.8,6.7,9.0,5.6,6.0,5.5,2022-11-29,/nfl/stat/penalties-per-game
17,18,Pittsburgh,5.9,4.7,3.0,5.8,6.0,6.1,2022-11-29,/nfl/stat/penalties-per-game
18,19,Green Bay,5.9,5.0,4.0,5.0,6.6,4.1,2022-11-29,/nfl/stat/penalties-per-game
19,20,San Francisco,6.0,5.0,7.0,5.4,6.5,6.1,2022-11-29,/nfl/stat/penalties-per-game
20,20,New England,6.0,6.0,6.0,5.0,6.8,5.6,2022-11-29,/nfl/stat/penalties-per-game
21,22,Carolina,6.1,7.7,4.0,5.7,6.6,6.3,2022-11-29,/nfl/stat/penalties-per-game
22,23,Miami,6.1,4.0,4.0,5.3,7.0,6.2,2022-11-29,/nfl/stat/penalties-per-game
23,24,Cleveland,6.2,5.7,5.0,5.7,6.8,6.6,2022-11-29,/nfl/stat/penalties-per-game
24,25,Tennessee,6.5,6.3,8.0,6.6,6.5,5.8,2022-11-29,/nfl/stat/penalties-per-game
25,26,New Orleans,6.7,6.0,6.0,5.2,8.2,5.8,2022-11-29,/nfl/stat/penalties-per-game
26,27,NY Giants,6.7,6.7,7.0,6.5,7.0,5.2,2022-11-29,/nfl/stat/penalties-per-game
27,27,Seattle,6.7,4.7,2.0,4.4,8.7,5.7,2022-11-29,/nfl/stat/penalties-per-game
28,29,Arizona,6.8,6.0,3.0,5.3,8.3,6.7,2022-11-29,/nfl/stat/penalties-per-game
29,30,Las Vegas,6.9,8.7,7.0,7.3,6.7,7.3,2022-11-29,/nfl/stat/penalties-per-game
30,31,Dallas,7.5,9.3,13.0,7.5,7.6,7.8,2022-11-29,/nfl/stat/penalties-per-game
31,32,Denver,7.9,5.7,4.0,6.8,8.8,4.9,2022-11-29,/nfl/stat/penalties-per-game
