,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Cleveland,L 24-26,Home,0-1,0-0,-1.5,Ov 42.0,-121,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
1,09/18,NY Giants,L 16-19,Away,0-2,0-0,-1.0,Un 43.5,-117,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
2,09/25,New Orleans,W 22-14,Home,1-2,1-0,+2.0,Un 40.5,+112,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
3,10/02,Arizona,4:05 pm,Home,,,-1.5,44.0,-125,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
4,10/09,San Francisco,4:05 pm,Home,,,+3.5,0,+115,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
5,10/16,LA Rams,4:05 pm,Away,,,+9.0,0,+310,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
6,10/23,Tampa Bay,1:00 pm,Home,,,+5.0,0,+190,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
7,10/30,Atlanta,1:00 pm,Away,,,-1.0,0,-125,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
8,11/06,Cincinnati,1:00 pm,Away,,,+7.0,0,+240,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
9,11/10,Atlanta,8:15 pm,Home,,,-5.5,0,0,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
10,11/20,Baltimore,1:00 pm,Away,,,+5.5,0,+200,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
11,11/27,Denver,1:00 pm,Home,,,+3.0,0,+115,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
12,12/11,Seattle,4:25 pm,Away,,,+1.5,0,+100,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
13,12/18,Pittsburgh,1:00 pm,Home,,,(Pick),0,-120,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
14,12/24,Detroit,1:00 pm,Home,,,-3.5,0,-190,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
15,01/01,Tampa Bay,1:00 pm,Away,,,+7.5,0,+295,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
16,01/08,New Orleans,12:00 pm,Away,,,+3.0,0,+135,2022-09-26 17:23:06.497643,/nfl/team/carolina-panthers/
