,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Kansas City,47.37%,61.54%,100.00%,62.07%,32.14%,61.22%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
1,2,Tennessee,51.02%,50.00%,80.00%,61.90%,42.86%,52.22%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
2,3,Buffalo,51.06%,27.78%,83.33%,20.00%,65.63%,50.00%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
3,3,Philadelphia,51.06%,61.11%,28.57%,40.74%,65.00%,56.04%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
4,5,Washington,51.79%,45.45%,50.00%,53.57%,50.00%,57.61%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
5,6,New England,53.06%,72.73%,85.71%,52.63%,53.33%,58.75%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
6,7,Green Bay,53.13%,16.67%,37.50%,40.00%,61.54%,53.75%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
7,8,Minnesota,54.24%,52.17%,14.29%,47.06%,64.00%,65.59%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
8,9,NY Jets,55.32%,30.00%,66.67%,58.62%,50.00%,53.21%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
9,10,Carolina,55.93%,66.67%,66.67%,41.94%,71.43%,64.84%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
10,11,Cleveland,56.92%,66.67%,50.00%,41.94%,70.59%,48.24%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
11,12,Seattle,60.71%,53.33%,71.43%,66.67%,56.25%,46.43%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
12,13,San Francisco,60.98%,87.50%,100.00%,66.67%,56.52%,51.61%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
13,14,LA Rams,61.67%,68.42%,57.14%,65.63%,57.14%,53.47%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
14,15,Detroit,61.90%,40.00%,20.00%,61.11%,62.96%,63.00%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
15,16,Cincinnati,62.26%,33.33%,80.00%,70.59%,58.33%,58.25%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
16,17,Las Vegas,62.50%,52.63%,62.50%,50.00%,68.42%,60.00%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
17,18,New Orleans,63.64%,42.86%,25.00%,63.33%,63.89%,51.28%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
18,19,Jacksonville,64.15%,76.47%,100.00%,65.22%,63.33%,61.22%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
19,20,Chicago,64.52%,82.35%,100.00%,62.50%,65.79%,42.22%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
20,21,Pittsburgh,65.52%,46.67%,100.00%,52.00%,75.76%,55.56%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
21,22,LA Chargers,65.63%,77.78%,100.00%,66.67%,64.52%,55.79%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
22,23,Denver,66.04%,46.67%,50.00%,72.73%,61.29%,72.97%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
23,24,Arizona,67.16%,81.25%,80.00%,66.67%,67.74%,61.63%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
24,25,Tampa Bay,68.09%,61.54%,100.00%,79.17%,56.52%,60.44%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
25,26,Indianapolis,68.33%,57.14%,16.67%,64.29%,71.88%,51.90%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
26,27,Miami,69.23%,71.43%,100.00%,47.62%,83.87%,77.38%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
27,28,NY Giants,69.64%,62.50%,100.00%,71.88%,66.67%,64.52%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
28,29,Baltimore,70.59%,63.64%,50.00%,78.26%,64.29%,60.00%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
29,30,Atlanta,71.21%,47.06%,60.00%,74.19%,68.57%,51.55%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
30,31,Dallas,72.92%,66.67%,75.00%,76.92%,68.18%,63.33%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
31,32,Houston,75.86%,82.35%,66.67%,81.48%,70.97%,53.06%,2022-11-29,/nfl/stat/opponent-kickoff-touchback-pct
