,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Buffalo,10.0,2.7,3.0,19.0,4.9,11.5,2022-11-29,/nfl/stat/average-scoring-margin
1,2,Dallas,8.4,14.0,8.0,8.0,8.8,9.2,2022-11-29,/nfl/stat/average-scoring-margin
2,3,Philadelphia,7.9,-1.0,7.0,8.7,7.0,2.4,2022-11-29,/nfl/stat/average-scoring-margin
3,4,Kansas City,7.5,9.7,16.0,4.8,10.8,7.0,2022-11-29,/nfl/stat/average-scoring-margin
4,5,San Francisco,6.9,15.7,13.0,6.6,7.2,3.4,2022-11-29,/nfl/stat/average-scoring-margin
5,6,Cincinnati,4.9,10.7,4.0,12.0,0.9,4.5,2022-11-29,/nfl/stat/average-scoring-margin
6,7,Baltimore,4.4,7.7,-1.0,1.6,6.7,-0.3,2022-11-29,/nfl/stat/average-scoring-margin
7,8,New England,3.4,7.7,-7.0,5.8,1.3,7.2,2022-11-29,/nfl/stat/average-scoring-margin
8,9,NY Jets,3.1,5.7,21.0,2.0,4.4,-11.4,2022-11-29,/nfl/stat/average-scoring-margin
9,10,Miami,2.4,13.3,15.0,8.3,-4.8,-1.9,2022-11-29,/nfl/stat/average-scoring-margin
10,11,Jacksonville,1.1,-0.7,1.0,3.8,-1.2,-12.0,2022-11-29,/nfl/stat/average-scoring-margin
11,12,Seattle,0.9,-0.3,-6.0,3.0,-0.8,1.7,2022-11-29,/nfl/stat/average-scoring-margin
12,13,Minnesota,0.5,-9.0,7.0,0.8,0.0,-0.1,2022-11-29,/nfl/stat/average-scoring-margin
13,14,Tennessee,0.4,4.3,-4.0,2.6,-1.5,3.4,2022-11-29,/nfl/stat/average-scoring-margin
14,15,Washington,-0.3,10.0,6.0,-1.5,1.0,-5.8,2022-11-29,/nfl/stat/average-scoring-margin
15,16,Tampa Bay,-0.3,0.7,-6.0,-1.6,0.8,9.0,2022-11-29,/nfl/stat/average-scoring-margin
16,17,NY Giants,-0.6,-4.3,-8.0,0.5,-2.0,-9.3,2022-11-29,/nfl/stat/average-scoring-margin
17,18,Las Vegas,-1.0,2.3,6.0,4.0,-3.9,-4.0,2022-11-29,/nfl/stat/average-scoring-margin
18,19,Atlanta,-1.8,-4.3,-6.0,3.2,-6.7,-8.6,2022-11-29,/nfl/stat/average-scoring-margin
19,20,Cleveland,-2.1,-8.0,6.0,1.8,-6.8,-1.3,2022-11-29,/nfl/stat/average-scoring-margin
20,21,New Orleans,-2.6,-5.3,-13.0,1.7,-6.8,1.7,2022-11-29,/nfl/stat/average-scoring-margin
21,22,LA Chargers,-2.7,-2.7,1.0,-7.4,1.2,0.9,2022-11-29,/nfl/stat/average-scoring-margin
22,23,Carolina,-3.0,4.3,13.0,2.1,-10.2,-5.9,2022-11-29,/nfl/stat/average-scoring-margin
23,24,Detroit,-3.2,3.7,-3.0,0.3,-7.4,-8.4,2022-11-29,/nfl/stat/average-scoring-margin
24,25,Denver,-3.4,-8.7,-13.0,-1.6,-4.8,0.8,2022-11-29,/nfl/stat/average-scoring-margin
25,26,Green Bay,-4.0,-4.7,-7.0,-0.8,-6.3,4.2,2022-11-29,/nfl/stat/average-scoring-margin
26,27,Chicago,-4.5,-8.3,-21.0,0.6,-8.1,-5.6,2022-11-29,/nfl/stat/average-scoring-margin
27,27,Indianapolis,-4.5,-1.0,-7.0,-1.0,-8.0,5.1,2022-11-29,/nfl/stat/average-scoring-margin
28,29,Arizona,-4.8,-6.3,-1.0,-6.2,-3.3,3.3,2022-11-29,/nfl/stat/average-scoring-margin
29,30,Pittsburgh,-6.1,3.3,7.0,-0.4,-10.8,-4.2,2022-11-29,/nfl/stat/average-scoring-margin
30,31,LA Rams,-6.8,-11.0,-16.0,-7.0,-6.6,5.7,2022-11-29,/nfl/stat/average-scoring-margin
31,32,Houston,-7.8,-12.0,-15.0,-8.4,-7.3,-10.1,2022-11-29,/nfl/stat/average-scoring-margin
