,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Philadelphia,18.6,14.7,27.0,21.0,15.8,10.7,2022-11-29,/nfl/stat/1st-half-points-per-game
1,2,Buffalo,16.7,18.0,17.0,24.0,12.6,14.0,2022-11-29,/nfl/stat/1st-half-points-per-game
2,3,Miami,15.3,22.7,30.0,16.2,14.2,9.5,2022-11-29,/nfl/stat/1st-half-points-per-game
3,4,LA Chargers,15.1,16.7,14.0,13.6,16.3,14.0,2022-11-29,/nfl/stat/1st-half-points-per-game
4,5,Kansas City,14.6,15.3,13.0,11.5,18.4,15.5,2022-11-29,/nfl/stat/1st-half-points-per-game
5,6,Cincinnati,14.3,20.7,10.0,20.8,10.6,12.5,2022-11-29,/nfl/stat/1st-half-points-per-game
6,7,Seattle,13.9,10.0,20.0,15.2,12.8,12.9,2022-11-29,/nfl/stat/1st-half-points-per-game
7,8,Detroit,13.4,13.7,14.0,16.7,9.4,8.6,2022-11-29,/nfl/stat/1st-half-points-per-game
8,8,Tennessee,13.4,10.3,10.0,13.4,13.3,13.0,2022-11-29,/nfl/stat/1st-half-points-per-game
9,10,Las Vegas,12.7,12.7,24.0,14.0,12.0,9.8,2022-11-29,/nfl/stat/1st-half-points-per-game
10,11,San Francisco,12.6,12.3,10.0,13.4,12.0,11.7,2022-11-29,/nfl/stat/1st-half-points-per-game
11,12,Baltimore,12.2,8.7,9.0,14.8,10.0,10.0,2022-11-29,/nfl/stat/1st-half-points-per-game
12,13,Dallas,12.0,14.7,7.0,11.7,12.4,15.7,2022-11-29,/nfl/stat/1st-half-points-per-game
13,13,Minnesota,12.0,9.7,16.0,14.2,9.4,11.8,2022-11-29,/nfl/stat/1st-half-points-per-game
14,15,Cleveland,11.7,9.0,10.0,12.5,10.8,11.8,2022-11-29,/nfl/stat/1st-half-points-per-game
15,16,Atlanta,11.5,10.0,10.0,14.7,8.3,10.9,2022-11-29,/nfl/stat/1st-half-points-per-game
16,17,Chicago,10.8,12.3,10.0,8.0,12.9,9.6,2022-11-29,/nfl/stat/1st-half-points-per-game
17,18,Pittsburgh,10.8,15.3,16.0,9.8,11.7,6.7,2022-11-29,/nfl/stat/1st-half-points-per-game
18,19,Green Bay,10.8,13.3,20.0,10.8,10.7,12.8,2022-11-29,/nfl/stat/1st-half-points-per-game
19,20,Jacksonville,10.7,9.0,10.0,10.8,10.7,7.6,2022-11-29,/nfl/stat/1st-half-points-per-game
20,21,New England,10.1,10.7,16.0,11.8,8.7,12.4,2022-11-29,/nfl/stat/1st-half-points-per-game
21,22,Arizona,9.8,14.7,17.0,12.5,7.2,12.7,2022-11-29,/nfl/stat/1st-half-points-per-game
22,23,NY Jets,9.8,10.0,17.0,11.3,8.0,8.4,2022-11-29,/nfl/stat/1st-half-points-per-game
23,23,LA Rams,9.8,6.7,3.0,10.8,8.6,13.3,2022-11-29,/nfl/stat/1st-half-points-per-game
24,25,New Orleans,9.0,6.7,0.0,11.7,6.3,9.2,2022-11-29,/nfl/stat/1st-half-points-per-game
25,26,Denver,8.7,7.7,3.0,6.8,10.3,9.4,2022-11-29,/nfl/stat/1st-half-points-per-game
26,27,Washington,8.7,16.7,10.0,7.8,9.5,10.1,2022-11-29,/nfl/stat/1st-half-points-per-game
27,28,Tampa Bay,8.5,10.0,10.0,9.8,7.5,14.8,2022-11-29,/nfl/stat/1st-half-points-per-game
28,29,NY Giants,7.8,8.7,13.0,7.2,8.6,5.9,2022-11-29,/nfl/stat/1st-half-points-per-game
29,30,Carolina,7.4,7.7,10.0,9.0,5.2,10.7,2022-11-29,/nfl/stat/1st-half-points-per-game
30,31,Houston,6.6,1.0,0.0,6.8,6.5,9.4,2022-11-29,/nfl/stat/1st-half-points-per-game
31,32,Indianapolis,5.7,8.7,3.0,8.2,3.2,13.8,2022-11-29,/nfl/stat/1st-half-points-per-game
