,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,San Francisco,4.6,4.3,4.0,3.4,5.7,5.7,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
1,2,New England,5.0,2.3,2.0,6.4,3.8,6.9,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
2,3,Baltimore,5.1,2.3,1.0,6.2,4.2,4.8,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
3,4,LA Rams,5.2,5.3,6.0,5.7,4.6,6.1,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
4,5,Washington,5.3,7.0,10.0,5.2,5.3,5.9,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
5,6,Pittsburgh,5.5,3.3,6.0,4.8,6.0,8.3,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
6,7,Tennessee,5.5,5.3,7.0,7.0,4.3,5.2,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
7,8,Kansas City,5.7,5.7,5.0,5.8,5.6,7.1,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
8,9,Tampa Bay,5.9,5.0,10.0,7.0,5.0,5.4,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
9,10,Miami,6.4,8.3,3.0,5.0,8.0,6.2,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
10,10,Cincinnati,6.4,3.7,2.0,4.5,7.4,6.0,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
11,12,Denver,6.7,6.7,10.0,5.2,8.0,5.8,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
12,12,Buffalo,6.7,6.7,7.0,6.8,6.7,6.3,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
13,14,NY Jets,6.9,7.0,7.0,7.0,6.8,7.6,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
14,14,Philadelphia,6.9,7.0,5.0,6.8,7.0,6.8,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
15,14,Minnesota,6.9,8.0,3.0,6.3,7.6,7.7,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
16,17,Arizona,6.9,5.7,4.0,7.5,6.3,6.3,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
17,18,LA Chargers,7.0,9.3,9.0,5.8,8.0,8.5,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
18,19,Dallas,7.1,6.0,6.0,7.5,6.6,5.9,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
19,20,New Orleans,7.2,8.7,6.0,5.8,8.5,4.9,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
20,21,NY Giants,7.2,9.3,10.0,8.5,5.6,7.4,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
21,22,Indianapolis,7.4,9.3,11.0,8.8,6.0,5.9,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
22,23,Las Vegas,7.5,6.7,6.0,8.3,7.0,6.3,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
23,23,Jacksonville,7.5,8.3,13.0,8.2,6.8,7.3,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
24,23,Cleveland,7.5,9.3,5.0,5.3,10.0,6.4,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
25,26,Seattle,7.6,9.3,13.0,7.0,8.2,7.3,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
26,27,Carolina,7.8,6.7,4.0,6.4,9.8,6.6,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
27,28,Atlanta,8.1,12.0,11.0,7.8,8.3,8.4,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
28,29,Chicago,8.4,8.3,8.0,7.2,9.3,6.8,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
29,30,Green Bay,8.5,12.0,21.0,8.6,8.4,6.9,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
30,31,Houston,8.6,7.7,4.0,9.4,8.0,7.9,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
31,32,Detroit,8.9,9.7,10.0,9.2,8.6,7.9,2022-11-29,/nfl/stat/opponent-rushing-first-downs-per-game
