,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Chicago,L 10-19,Away,0-1,0-0,-6.5,Un 38.5,-230,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
1,09/18,Seattle,W 27-7,Home,1-1,1-0,-8.5,Un 39.5,-389,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
2,09/25,Denver,L 10-11,Away,1-2,1-0,-1.0,Un 44.5,-120,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
3,10/03,LA Rams,W 24-9,Home,2-2,2-0,-2.0,Un 42.0,-130,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
4,10/09,Carolina,W 37-15,Away,3-2,2-0,-6.0,Ov 39.5,-255,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
5,10/16,Atlanta,L 14-28,Away,3-3,2-0,-3.5,Un 45.5,-190,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
6,10/23,Kansas City,L 23-44,Home,3-4,2-0,0.5,Ov 48.5,-103,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
7,10/30,LA Rams,4:25 pm,Away,,,-1.0,42.5,-112,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
8,11/13,LA Chargers,8:20 pm,Home,,,-2.5,0,-110,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
9,11/21,Arizona,8:15 pm,Neutral,,,-1.5,48.0,-120,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
10,11/27,New Orleans,4:25 pm,Home,,,-5.0,0,-205,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
11,12/04,Miami,4:05 pm,Home,,,-5.0,0,-170,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
12,12/11,Tampa Bay,4:25 pm,Home,,,2.0,0,-110,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
13,12/15,Seattle,8:15 pm,Away,,,-4.0,0,-165,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
14,12/24,Washington,4:05 pm,Home,,,-6.5,0,-230,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
15,01/01,Las Vegas,4:05 pm,Away,,,1.5,0,110,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
16,01/08,Arizona,12:00 pm,Home,,,-3.0,0,-155,2022-10-28 13:07:25.089070,/nfl/team/san-francisco-49ers/
